timestamp,customer_id,amount,category,status
2025-01-04 05:54:00,1043,42.02,grocery,0
2025-01-03 03:25:00,1000,41.5,grocery,0
2025-01-02 17:44:00,1000,111.84,restaurant,0
2025-01-01 03:11:00,1028,15.62,grocery,0
2025-01-03 08:50:00,1044,16.11,grocery,0
2025-01-02 16:30:00,1042,60.91,restaurant,0
2025-01-01 06:08:00,1018,29.14,restaurant,0
2025-01-03 08:37:00,1017,20.63,grocery,0
2025-01-01 01:53:00,1026,25.58,restaurant,0
2025-01-03 01:11:00,1032,82.81,pharmacy,0
2025-01-04 01:23:00,1043,27.29,fuel,0
2025-01-01 01:06:00,2019,0.0,fuel,1
2025-01-04 05:37:00,1048,38.34,grocery,0
2025-01-02 23:08:00,1037,20.58,tech,0
2025-01-03 08:00:00,1039,76.5,travel,0
2025-01-03 02:56:00,1043,100.61,tech,0
2025-01-01 20:03:00,1040,18.88,tech,0
2025-01-01 15:56:00,1025,111.39,restaurant,0
2025-01-03 08:35:00,1026,67.74,restaurant,0
2025-01-02 14:39:00,1049,109.53,restaurant,0
2025-01-04 03:29:00,1039,42.79,pharmacy,0
2025-01-01 00:44:00,1049,23.1,grocery,0
2025-01-01 00:15:00,1049,11.055305642520658,restaurant,0
2025-01-03 01:15:00,1036,6.36,restaurant,0
2025-01-02 01:15:00,1010,67.36,grocery,0
2025-01-02 05:42:00,1008,98.65,travel,0
2025-01-04 07:10:00,1045,16.84,restaurant,0
2025-01-03 01:13:00,1002,2.78,restaurant,0
2025-01-01 20:46:00,1049,70.42,travel,0
2025-01-03 07:02:00,1004,53.68,grocery,0
2025-01-02 02:26:00,1048,227.96,fuel,0
2025-01-04 06:32:00,1029,15.21,grocery,0
2025-01-02 16:43:00,1009,34.26,travel,0
2025-01-01 14:08:00,1011,14.4,grocery,0
2025-01-02 03:20:00,1035,78.01,grocery,0
2025-01-02 01:37:00,1014,27.59,fuel,0
2025-01-04 04:40:00,1002,24.32,grocery,0
2025-01-01 18:59:00,1040,6.73,restaurant,0
2025-01-02 20:00:00,1033,20.24,grocery,0
2025-01-03 10:30:00,1009,15.88,grocery,0
2025-01-02 19:25:00,1044,6.33,grocery,0
2025-01-02 20:12:00,1006,36.12,grocery,0
2025-01-03 12:25:00,1026,13.98,travel,0
2025-01-04 06:40:00,1038,19.7,tech,0
2025-01-01 12:20:00,1047,0.44,restaurant,0
2025-01-04 05:49:00,1011,48.99,grocery,0
2025-01-01 13:24:00,1048,31.15,restaurant,0
2025-01-03 00:41:00,1020,41.17,fuel,0
2025-01-01 17:22:00,1014,43.92,grocery,0
2025-01-01 01:33:00,1019,22.02,pharmacy,0
2025-01-03 07:51:00,1036,39.54,grocery,0
2025-01-02 03:35:00,1028,20.68,restaurant,0
2025-01-01 22:41:00,1029,105.46,grocery,0
2025-01-04 01:04:00,1031,0.04,grocery,0
2025-01-01 08:10:00,1000,50.08,grocery,0
2025-01-03 07:59:00,1028,76.69,pharmacy,0
2025-01-01 17:52:00,1037,62.89,travel,0
2025-01-02 16:21:00,1047,30.36,pharmacy,0
2025-01-04 07:50:00,1022,100.02,travel,0
2025-01-02 14:02:00,1032,29.38,restaurant,0
2025-01-03 06:45:00,1049,18.16,travel,0
2025-01-02 23:47:00,1011,25.46,grocery,0
2025-01-03 23:57:00,1018,48.8,grocery,0
2025-01-02 18:04:00,1014,23.58,fuel,0
2025-01-03 05:31:00,1016,35.6,restaurant,0
2025-01-01 00:51:00,1016,36.98,grocery,0
2025-01-03 14:21:00,1001,120.28,restaurant,0
2025-01-02 12:09:00,1000,29.93,grocery,0
2025-01-03 23:27:00,1049,48.81,grocery,0
2025-01-03 10:43:00,1028,9.68,grocery,0
2025-01-03 17:29:00,1038,50.97,fuel,0
2025-01-02 11:09:00,1004,6.84,fuel,0
2025-01-03 12:47:00,1026,27.61,grocery,0
2025-01-01 08:07:00,1010,48.71,restaurant,0
2025-01-03 15:39:00,1038,14.77,restaurant,0
2025-01-01 07:48:00,1024,9.4,restaurant,0
2025-01-03 02:23:00,1006,13.9,fuel,0
2025-01-03 22:05:00,1023,0.68,pharmacy,0
2025-01-02 01:17:00,1042,1.65,tech,0
2025-01-03 16:43:00,1038,8.1,restaurant,0
2025-01-01 13:41:00,1020,12.18,grocery,0
2025-01-02 11:08:00,1044,37.02,grocery,0
2025-01-01 03:17:00,1026,117.79,grocery,0
2025-01-01 09:33:00,1002,16.82,tech,0
2025-01-03 12:48:00,1016,9.97,pharmacy,0
2025-01-01 06:51:00,1017,44.13,grocery,0
2025-01-01 11:45:00,1042,37.99,grocery,0
2025-01-04 12:00:00,2017,0.0,pharmacy,1
2025-01-01 17:39:00,1045,50.52,grocery,0
2025-01-04 06:27:00,1046,1.91,fuel,0
2025-01-04 04:11:00,1004,34.0,grocery,0
2025-01-03 01:58:00,1004,95.87,pharmacy,0
2025-01-01 12:43:00,1041,100.49,grocery,0
2025-01-04 02:54:00,1044,30.15,pharmacy,0
2025-01-02 18:24:00,1043,5.45,grocery,0
2025-01-03 08:38:00,1014,139.05,grocery,0
2025-01-04 11:26:00,2012,2091.93,fuel,1
2025-01-01 03:04:00,1002,155.3,restaurant,0
2025-01-01 02:20:00,1007,65.18,fuel,0
2025-01-01 10:07:00,1017,21.85,fuel,0
2025-01-02 22:30:00,1049,54.54,grocery,0
2025-01-02 05:39:00,1009,70.48,restaurant,0
2025-01-04 06:37:00,1029,31.02,grocery,0
2025-01-01 18:51:00,1003,3.32,tech,0
2025-01-01 19:13:00,1049,21.12,restaurant,0
2025-01-01 08:52:00,1034,18.6,grocery,0
2025-01-03 18:55:00,1000,20.25,travel,0
2025-01-03 21:12:00,1008,16.65,grocery,0
2025-01-03 23:08:00,1006,36.87,tech,0
2025-01-04 03:54:00,1001,89.04,fuel,0
2025-01-03 19:30:00,1003,66.55,pharmacy,0
2025-01-03 01:27:00,1008,31.73,grocery,0
2025-01-01 12:21:00,1005,51.3,grocery,0
2025-01-03 07:30:00,1000,73.46,tech,0
2025-01-04 00:00:00,1002,10.54,restaurant,0
2025-01-02 21:23:00,1039,4.71,grocery,0
2025-01-03 21:45:00,1044,125.84,grocery,0
2025-01-03 17:37:00,1000,2.63,fuel,0
2025-01-02 01:23:00,1045,9.31,tech,0
2025-01-02 10:59:00,1016,33.42,fuel,0
2025-01-03 03:35:00,1001,44.63,tech,0
2025-01-01 17:29:00,1018,36.18,restaurant,0
2025-01-03 08:39:00,1030,37.73,grocery,0
2025-01-04 11:58:00,2006,-201.19,fuel,1
2025-01-04 00:34:00,1031,11.54,grocery,0
2025-01-02 01:05:00,1046,11.88,grocery,0
2025-01-04 12:21:00,2000,-50.77,restaurant,1
2025-01-02 23:25:00,1000,32.33,grocery,0
2025-01-01 06:18:00,1048,63.52,grocery,0
2025-01-03 01:08:00,1016,75.28,travel,0
2025-01-02 07:42:00,1009,0.12,grocery,0
2025-01-02 03:53:00,1029,2.41,fuel,0
2025-01-02 12:10:00,1037,67.9,grocery,0
2025-01-03 12:23:00,1020,37.56,grocery,0
2025-01-01 06:45:00,1001,48.37,restaurant,0
2025-01-02 20:41:00,1027,90.69,pharmacy,0
2025-01-01 13:54:00,1037,2.48,grocery,0
2025-01-03 07:44:00,1008,2.31,tech,0
2025-01-02 11:50:00,1006,55.97,fuel,0
2025-01-01 06:23:00,1021,120.4,restaurant,0
2025-01-04 00:35:00,1015,32.16,grocery,0
2025-01-03 23:00:00,1048,22.55,travel,0
2025-01-02 09:26:00,1041,8.83,fuel,0
2025-01-03 13:51:00,1004,11.98,grocery,0
2025-01-02 05:04:00,1009,31.76,tech,0
2025-01-03 20:03:00,1037,0.3,travel,0
2025-01-02 21:50:00,1032,8.09,travel,0
2025-01-03 02:03:00,1042,45.05,grocery,0
2025-01-01 00:10:00,1043,20.951311417721264,fuel,0
2025-01-04 05:52:00,1001,25.24,fuel,0
2025-01-03 21:23:00,1024,14.39,restaurant,0
2025-01-03 19:59:00,1012,55.2,grocery,0
2025-01-02 07:33:00,1033,114.03,restaurant,0
2025-01-01 12:00:00,1046,16.37,travel,0
2025-01-02 21:17:00,1022,12.67,travel,0
2025-01-04 07:03:00,1006,10.81,travel,0
2025-01-04 01:20:00,1015,86.1,tech,0
2025-01-02 02:54:00,1045,33.12,grocery,0
2025-01-02 18:40:00,1009,4.66,grocery,0
2025-01-04 08:52:00,1021,19.19,restaurant,0
2025-01-02 18:07:00,1038,40.24,grocery,0
2025-01-03 11:33:00,1042,41.68,grocery,0
2025-01-01 12:07:00,1009,34.49,tech,0
2025-01-02 18:34:00,1047,34.54,restaurant,0
2025-01-03 16:40:00,1022,69.72,grocery,0
2025-01-03 21:21:00,1025,13.88,grocery,0
2025-01-01 23:23:00,1013,66.41,fuel,0
2025-01-04 11:31:00,2004,0.0,tech,1
2025-01-01 10:59:00,1045,20.06,fuel,0
2025-01-04 07:04:00,1040,1.99,fuel,0
2025-01-01 12:48:00,1032,15.6,restaurant,0
2025-01-01 18:16:00,1012,17.84,pharmacy,0
2025-01-04 05:30:00,1018,2.49,grocery,0
2025-01-03 14:25:00,1028,39.7,grocery,0
2025-01-02 19:57:00,1003,16.68,fuel,0
2025-01-03 15:20:00,1023,16.66,tech,0
2025-01-02 14:26:00,1033,47.02,grocery,0
2025-01-02 05:43:00,1044,11.6,grocery,0
2025-01-01 07:37:00,1049,31.54,grocery,0
2025-01-01 16:50:00,1037,177.42,restaurant,0
2025-01-04 06:17:00,1014,17.61,grocery,0
2025-01-03 00:39:00,1007,5.19,fuel,0
2025-01-04 01:54:00,1049,207.22,travel,0
2025-01-04 09:36:00,1033,9.28,grocery,0
2025-01-03 08:42:00,1033,7.22,grocery,0
2025-01-02 10:27:00,1006,26.12,pharmacy,0
2025-01-02 02:45:00,1010,73.95,restaurant,0
2025-01-01 20:22:00,1036,8.05,restaurant,0
2025-01-02 07:13:00,1030,87.23,restaurant,0
2025-01-02 22:40:00,1027,71.51,fuel,0
2025-01-01 00:54:00,1048,5.56,grocery,0
2025-01-02 03:38:00,1004,30.59,pharmacy,0
2025-01-03 03:32:00,1017,23.93,travel,0
2025-01-02 11:02:00,1030,18.82,fuel,0
2025-01-03 22:32:00,1016,17.13,grocery,0
2025-01-01 18:57:00,1024,86.85,pharmacy,0
2025-01-03 21:01:00,1008,23.64,pharmacy,0
2025-01-03 19:44:00,1001,5.23,restaurant,0
2025-01-02 20:42:00,1046,47.07,grocery,0
2025-01-02 18:46:00,1038,0.66,grocery,0
2025-01-03 22:28:00,1029,74.23,grocery,0
2025-01-02 13:33:00,1006,38.33,tech,0
2025-01-02 20:47:00,1033,6.86,fuel,0
2025-01-02 02:01:00,1004,17.61,fuel,0
2025-01-02 06:56:00,1044,64.65,grocery,0
2025-01-03 17:22:00,1045,8.44,grocery,0
2025-01-04 03:10:00,1019,124.03,grocery,0
2025-01-03 11:20:00,1007,3.91,pharmacy,0
2025-01-01 00:01:00,1012,111.95,travel,0
2025-01-04 07:36:00,1016,25.59,restaurant,0
2025-01-03 14:43:00,1006,38.84,grocery,0
2025-01-01 12:51:00,1001,37.07,grocery,0
2025-01-03 02:17:00,1036,3.69,grocery,0
2025-01-03 20:19:00,1028,11.53,restaurant,0
2025-01-01 20:41:00,1030,101.43,grocery,0
2025-01-04 10:48:00,1044,61.92,tech,0
2025-01-03 15:51:00,1032,105.37,pharmacy,0
2025-01-02 22:23:00,1047,7.12,grocery,0
2025-01-01 17:15:00,1041,11.75,restaurant,0
2025-01-02 11:03:00,1012,82.02,grocery,0
2025-01-01 13:01:00,1005,28.97,fuel,0
2025-01-02 03:18:00,1028,135.24,tech,0
2025-01-03 06:20:00,1024,74.96,pharmacy,0
2025-01-02 16:48:00,1038,12.31,fuel,0
2025-01-03 01:28:00,1048,18.94,grocery,0
2025-01-01 17:17:00,1021,41.21,restaurant,0
2025-01-02 22:12:00,1037,37.25,restaurant,0
2025-01-03 18:38:00,1021,12.32,restaurant,0
2025-01-02 08:58:00,1040,57.8,grocery,0
2025-01-02 03:15:00,1002,10.66,grocery,0
2025-01-04 01:51:00,1032,0.02,grocery,0
2025-01-03 02:25:00,1003,25.42,restaurant,0
2025-01-03 05:26:00,1033,48.74,pharmacy,0
2025-01-03 03:07:00,1031,91.06,restaurant,0
2025-01-02 14:54:00,1002,68.0,grocery,0
2025-01-02 09:22:00,1021,13.98,grocery,0
2025-01-01 23:39:00,1033,44.81,pharmacy,0
2025-01-01 04:25:00,1007,24.1,grocery,0
2025-01-04 06:49:00,1008,70.97,grocery,0
2025-01-03 21:19:00,1031,4.67,restaurant,0
2025-01-02 20:05:00,1046,22.53,grocery,0
2025-01-02 23:03:00,1038,44.09,grocery,0
2025-01-03 19:06:00,1023,86.62,restaurant,0
2025-01-04 02:09:00,1025,33.25,grocery,0
2025-01-04 02:26:00,1032,72.95,tech,0
2025-01-02 10:17:00,1015,21.68,restaurant,0
2025-01-03 15:03:00,1027,7.85,restaurant,0
2025-01-03 02:16:00,1016,22.02,fuel,0
2025-01-03 16:20:00,1006,17.41,pharmacy,0
2025-01-02 00:11:00,1031,5.15,grocery,0
2025-01-01 03:26:00,1043,38.86,travel,0
2025-01-03 06:17:00,1009,10.29,tech,0
2025-01-02 14:49:00,1005,15.72,restaurant,0
2025-01-03 14:19:00,1031,42.67,tech,0
2025-01-04 10:34:00,1042,6.22,grocery,0
2025-01-02 10:58:00,1014,24.63,restaurant,0
2025-01-03 14:57:00,1021,20.44,travel,0
2025-01-02 07:39:00,1049,11.29,restaurant,0
2025-01-03 09:07:00,1048,19.56,fuel,0
2025-01-01 13:20:00,1008,25.17,travel,0
2025-01-04 09:50:00,1015,17.47,restaurant,0
2025-01-03 11:15:00,1005,4.65,travel,0
2025-01-01 15:58:00,1005,85.25,restaurant,0
2025-01-02 10:55:00,1001,69.83,restaurant,0
2025-01-01 15:37:00,1010,40.53,restaurant,0
2025-01-03 06:11:00,1040,15.74,travel,0
2025-01-02 10:52:00,1043,3.35,tech,0
2025-01-01 00:10:00,1036,34.061554352696255,tech,0
2025-01-02 18:10:00,1030,42.67,pharmacy,0
2025-01-02 13:43:00,1049,49.73,tech,0
2025-01-03 04:56:00,1026,50.76,travel,0
2025-01-01 02:12:00,1037,82.11,pharmacy,0
2025-01-04 09:58:00,1032,18.78,grocery,0
2025-01-01 17:30:00,1035,5.85,grocery,0
2025-01-01 03:37:00,1002,33.3,restaurant,0
